Main Role,Sub Role,Question number,difficulty,question
Project Manager,Senior Project Manager,22,mid,Give an example of negotiating a major scope trade-off between two executive stakeholders—what was your approach? (Scenario 22)
Project Manager,Senior Project Manager,23,mid,Describe how you manage dependencies and sequencing across several interdependent projects. (Scenario 23)
Project Manager,Senior Project Manager,24,mid,"When a project misses a critical milestone, how do you prepare for and lead an executive escalation meeting? (Scenario 24)"
Project Manager,Senior Project Manager,25,mid,How do you assess which ongoing projects should be paused or accelerated when the company faces budget constraints? (Scenario 25)
Project Manager,Senior Project Manager,26,mid,How do you mentor junior PMs and build project management capability in the organization? (Scenario 26)
Project Manager,Senior Project Manager,27,mid,"Explain your process for modeling, tracking, and mitigating complex cross-project risks and dependencies. (Scenario 27)"
Project Manager,Senior Project Manager,28,mid,What approach do you take when negotiating contract terms that include service-level penalties? (Scenario 28)
Project Manager,Senior Project Manager,29,mid,How would you manage a project that must comply with new regulatory requirements introduced mid-delivery? (Scenario 29)
Project Manager,Senior Project Manager,30,mid,Describe a structured lessons-learned process you would run after project closeout to drive continuous improvement. (Scenario 30)
Project Manager,Senior Project Manager,31,mid,How do you ensure multiple projects under your leadership align to the organization's strategic objectives? (Scenario 31)
Project Manager,Senior Project Manager,32,mid,Give an example of negotiating a major scope trade-off between two executive stakeholders—what was your approach? (Scenario 32)
Project Manager,Senior Project Manager,33,mid,Describe how you manage dependencies and sequencing across several interdependent projects. (Scenario 33)
Project Manager,Senior Project Manager,34,mid,"When a project misses a critical milestone, how do you prepare for and lead an executive escalation meeting? (Scenario 34)"
Project Manager,Senior Project Manager,35,mid,How do you assess which ongoing projects should be paused or accelerated when the company faces budget constraints? (Scenario 35)
Project Manager,Senior Project Manager,36,mid,How do you mentor junior PMs and build project management capability in the organization? (Scenario 36)
Project Manager,Senior Project Manager,37,mid,"Explain your process for modeling, tracking, and mitigating complex cross-project risks and dependencies. (Scenario 37)"
Project Manager,Senior Project Manager,38,mid,What approach do you take when negotiating contract terms that include service-level penalties? (Scenario 38)
Project Manager,Senior Project Manager,39,mid,How would you manage a project that must comply with new regulatory requirements introduced mid-delivery? (Scenario 39)
Project Manager,Senior Project Manager,40,mid,Describe a structured lessons-learned process you would run after project closeout to drive continuous improvement. (Scenario 40)
Project Manager,Senior Project Manager,41,high,How do you ensure multiple projects under your leadership align to the organization's strategic objectives? (Scenario 41)
Project Manager,Senior Project Manager,42,high,Give an example of negotiating a major scope trade-off between two executive stakeholders—what was your approach? (Scenario 42)
Project Manager,Senior Project Manager,43,high,Describe how you manage dependencies and sequencing across several interdependent projects. (Scenario 43)
Project Manager,Senior Project Manager,44,high,"When a project misses a critical milestone, how do you prepare for and lead an executive escalation meeting? (Scenario 44)"
Project Manager,Senior Project Manager,45,high,How do you assess which ongoing projects should be paused or accelerated when the company faces budget constraints? (Scenario 45)
Project Manager,Senior Project Manager,46,high,How do you mentor junior PMs and build project management capability in the organization? (Scenario 46)
Project Manager,Senior Project Manager,47,high,"Explain your process for modeling, tracking, and mitigating complex cross-project risks and dependencies. (Scenario 47)"
Project Manager,Senior Project Manager,48,high,What approach do you take when negotiating contract terms that include service-level penalties? (Scenario 48)
Project Manager,Senior Project Manager,49,high,How would you manage a project that must comply with new regulatory requirements introduced mid-delivery? (Scenario 49)
Project Manager,Senior Project Manager,50,high,Describe a structured lessons-learned process you would run after project closeout to drive continuous improvement. (Scenario 50)
Project Manager,Program Manager,1,easy,How do you define program success and structure benefits realization for a multi-year transformation? (Scenario 1)
Project Manager,Program Manager,2,easy,Describe the governance model you would establish for a program involving multiple business units. (Scenario 2)
Project Manager,Program Manager,3,easy,What KPIs would you track to measure outcomes and how would you report them to the executive committee? (Scenario 3)
Project Manager,Program Manager,4,easy,How do you map and engage the broad stakeholder ecosystem for a program with global impact? (Scenario 4)
Project Manager,Program Manager,5,easy,Explain your approach to change management when rolling out new processes across thousands of employees. (Scenario 5)
Project Manager,Program Manager,6,easy,How do you consolidate budgets across projects and reforecast when strategic priorities shift? (Scenario 6)
Project Manager,Program Manager,7,easy,Describe tools and methods you use to visualize and manage complex inter-project dependencies. (Scenario 7)
Project Manager,Program Manager,8,easy,"How do you coordinate product, marketing, and sales activities across projects to ensure a smooth go-to-market? (Scenario 8)"
Project Manager,Program Manager,9,easy,"When multiple projects use different vendors, how do you drive consolidation and cost savings at the program level? (Scenario 9)"
Project Manager,Program Manager,10,easy,How would you prepare for key-person risk and ensure business continuity across the program? (Scenario 10)
Project Manager,Program Manager,11,easy,How do you define program success and structure benefits realization for a multi-year transformation? (Scenario 11)
Project Manager,Program Manager,12,easy,Describe the governance model you would establish for a program involving multiple business units. (Scenario 12)
Project Manager,Program Manager,13,easy,What KPIs would you track to measure outcomes and how would you report them to the executive committee? (Scenario 13)
Project Manager,Program Manager,14,easy,How do you map and engage the broad stakeholder ecosystem for a program with global impact? (Scenario 14)
Project Manager,Program Manager,15,easy,Explain your approach to change management when rolling out new processes across thousands of employees. (Scenario 15)
Project Manager,Program Manager,16,easy,How do you consolidate budgets across projects and reforecast when strategic priorities shift? (Scenario 16)
Project Manager,Program Manager,17,easy,Describe tools and methods you use to visualize and manage complex inter-project dependencies. (Scenario 17)
Project Manager,Program Manager,18,easy,"How do you coordinate product, marketing, and sales activities across projects to ensure a smooth go-to-market? (Scenario 18)"
Project Manager,Program Manager,19,easy,"When multiple projects use different vendors, how do you drive consolidation and cost savings at the program level? (Scenario 19)"
Project Manager,Program Manager,20,easy,How would you prepare for key-person risk and ensure business continuity across the program? (Scenario 20)
Project Manager,Program Manager,21,mid,How do you define program success and structure benefits realization for a multi-year transformation? (Scenario 21)
Project Manager,Program Manager,22,mid,Describe the governance model you would establish for a program involving multiple business units. (Scenario 22)
Project Manager,Program Manager,23,mid,What KPIs would you track to measure outcomes and how would you report them to the executive committee? (Scenario 23)
Project Manager,Program Manager,24,mid,How do you map and engage the broad stakeholder ecosystem for a program with global impact? (Scenario 24)
Project Manager,Program Manager,25,mid,Explain your approach to change management when rolling out new processes across thousands of employees. (Scenario 25)
Project Manager,Program Manager,26,mid,How do you consolidate budgets across projects and reforecast when strategic priorities shift? (Scenario 26)
Project Manager,Program Manager,27,mid,Describe tools and methods you use to visualize and manage complex inter-project dependencies. (Scenario 27)
Project Manager,Program Manager,28,mid,"How do you coordinate product, marketing, and sales activities across projects to ensure a smooth go-to-market? (Scenario 28)"
Project Manager,Program Manager,29,mid,"When multiple projects use different vendors, how do you drive consolidation and cost savings at the program level? (Scenario 29)"
Project Manager,Program Manager,30,mid,How would you prepare for key-person risk and ensure business continuity across the program? (Scenario 30)
Project Manager,Program Manager,31,mid,How do you define program success and structure benefits realization for a multi-year transformation? (Scenario 31)
Project Manager,Program Manager,32,mid,Describe the governance model you would establish for a program involving multiple business units. (Scenario 32)
Project Manager,Program Manager,33,mid,What KPIs would you track to measure outcomes and how would you report them to the executive committee? (Scenario 33)
Project Manager,Program Manager,34,mid,How do you map and engage the broad stakeholder ecosystem for a program with global impact? (Scenario 34)
Project Manager,Program Manager,35,mid,Explain your approach to change management when rolling out new processes across thousands of employees. (Scenario 35)
Project Manager,Program Manager,36,mid,How do you consolidate budgets across projects and reforecast when strategic priorities shift? (Scenario 36)
Project Manager,Program Manager,37,mid,Describe tools and methods you use to visualize and manage complex inter-project dependencies. (Scenario 37)
Project Manager,Program Manager,38,mid,"How do you coordinate product, marketing, and sales activities across projects to ensure a smooth go-to-market? (Scenario 38)"
Project Manager,Program Manager,39,mid,"When multiple projects use different vendors, how do you drive consolidation and cost savings at the program level? (Scenario 39)"
Project Manager,Program Manager,40,mid,How would you prepare for key-person risk and ensure business continuity across the program? (Scenario 40)
Project Manager,Program Manager,41,high,How do you define program success and structure benefits realization for a multi-year transformation? (Scenario 41)
Project Manager,Program Manager,42,high,Describe the governance model you would establish for a program involving multiple business units. (Scenario 42)
Project Manager,Program Manager,43,high,What KPIs would you track to measure outcomes and how would you report them to the executive committee? (Scenario 43)
Project Manager,Program Manager,44,high,How do you map and engage the broad stakeholder ecosystem for a program with global impact? (Scenario 44)
Project Manager,Program Manager,45,high,Explain your approach to change management when rolling out new processes across thousands of employees. (Scenario 45)
Project Manager,Program Manager,46,high,How do you consolidate budgets across projects and reforecast when strategic priorities shift? (Scenario 46)
Project Manager,Program Manager,47,high,Describe tools and methods you use to visualize and manage complex inter-project dependencies. (Scenario 47)
Project Manager,Program Manager,48,high,"How do you coordinate product, marketing, and sales activities across projects to ensure a smooth go-to-market? (Scenario 48)"
Project Manager,Program Manager,49,high,"When multiple projects use different vendors, how do you drive consolidation and cost savings at the program level? (Scenario 49)"
Project Manager,Program Manager,50,high,How would you prepare for key-person risk and ensure business continuity across the program? (Scenario 50)
Project Manager,Portfolio Manager,1,easy,Describe a framework you would use to prioritize initiatives across a global portfolio. (Scenario 1)
Project Manager,Portfolio Manager,2,easy,How do you evaluate investment proposals and decide which projects to fund? (Scenario 2)
Project Manager,Portfolio Manager,3,easy,Explain how you would perform capacity planning for scarce skills across the portfolio. (Scenario 3)
Project Manager,Portfolio Manager,4,easy,What dashboard metrics and governance cadence do you set for portfolio-level oversight? (Scenario 4)
Project Manager,Portfolio Manager,5,easy,"How do you balance high-risk/high-reward initiatives against safe, incremental projects? (Scenario 5)"
Project Manager,Portfolio Manager,6,easy,How do you define and apply an enterprise risk appetite when selecting projects? (Scenario 6)
Project Manager,Portfolio Manager,7,easy,Describe your approach to forecasting financial returns and presenting ROI for competing initiatives. (Scenario 7)
Project Manager,Portfolio Manager,8,easy,How would you restructure the portfolio if leadership demanded faster time-to-value across the company? (Scenario 8)
Project Manager,Portfolio Manager,9,easy,Explain challenges and steps when integrating acquired capabilities into an existing portfolio. (Scenario 9)
Project Manager,Portfolio Manager,10,easy,What steps do you take to secure executive buy-in when proposing to reallocate portfolio funding? (Scenario 10)
Project Manager,Portfolio Manager,11,easy,Describe a framework you would use to prioritize initiatives across a global portfolio. (Scenario 11)
Project Manager,Portfolio Manager,12,easy,How do you evaluate investment proposals and decide which projects to fund? (Scenario 12)
Project Manager,Portfolio Manager,13,easy,Explain how you would perform capacity planning for scarce skills across the portfolio. (Scenario 13)
Project Manager,Portfolio Manager,14,easy,What dashboard metrics and governance cadence do you set for portfolio-level oversight? (Scenario 14)
Project Manager,Portfolio Manager,15,easy,"How do you balance high-risk/high-reward initiatives against safe, incremental projects? (Scenario 15)"
Project Manager,Portfolio Manager,16,easy,How do you define and apply an enterprise risk appetite when selecting projects? (Scenario 16)
Project Manager,Portfolio Manager,17,easy,Describe your approach to forecasting financial returns and presenting ROI for competing initiatives. (Scenario 17)
Project Manager,Portfolio Manager,18,easy,How would you restructure the portfolio if leadership demanded faster time-to-value across the company? (Scenario 18)
Project Manager,Portfolio Manager,19,easy,Explain challenges and steps when integrating acquired capabilities into an existing portfolio. (Scenario 19)
Project Manager,Portfolio Manager,20,easy,What steps do you take to secure executive buy-in when proposing to reallocate portfolio funding? (Scenario 20)
Project Manager,Portfolio Manager,21,mid,Describe a framework you would use to prioritize initiatives across a global portfolio. (Scenario 21)
Project Manager,Portfolio Manager,22,mid,How do you evaluate investment proposals and decide which projects to fund? (Scenario 22)
Project Manager,Portfolio Manager,23,mid,Explain how you would perform capacity planning for scarce skills across the portfolio. (Scenario 23)
Project Manager,Portfolio Manager,24,mid,What dashboard metrics and governance cadence do you set for portfolio-level oversight? (Scenario 24)
Project Manager,Portfolio Manager,25,mid,"How do you balance high-risk/high-reward initiatives against safe, incremental projects? (Scenario 25)"
Project Manager,Portfolio Manager,26,mid,How do you define and apply an enterprise risk appetite when selecting projects? (Scenario 26)
Project Manager,Portfolio Manager,27,mid,Describe your approach to forecasting financial returns and presenting ROI for competing initiatives. (Scenario 27)
Project Manager,Portfolio Manager,28,mid,How would you restructure the portfolio if leadership demanded faster time-to-value across the company? (Scenario 28)
Project Manager,Portfolio Manager,29,mid,Explain challenges and steps when integrating acquired capabilities into an existing portfolio. (Scenario 29)
Project Manager,Portfolio Manager,30,mid,What steps do you take to secure executive buy-in when proposing to reallocate portfolio funding? (Scenario 30)
Project Manager,Portfolio Manager,31,mid,Describe a framework you would use to prioritize initiatives across a global portfolio. (Scenario 31)
Project Manager,Portfolio Manager,32,mid,How do you evaluate investment proposals and decide which projects to fund? (Scenario 32)
Project Manager,Portfolio Manager,33,mid,Explain how you would perform capacity planning for scarce skills across the portfolio. (Scenario 33)
Project Manager,Portfolio Manager,34,mid,What dashboard metrics and governance cadence do you set for portfolio-level oversight? (Scenario 34)
Project Manager,Portfolio Manager,35,mid,"How do you balance high-risk/high-reward initiatives against safe, incremental projects? (Scenario 35)"
Project Manager,Portfolio Manager,36,mid,How do you define and apply an enterprise risk appetite when selecting projects? (Scenario 36)
Project Manager,Portfolio Manager,37,mid,Describe your approach to forecasting financial returns and presenting ROI for competing initiatives. (Scenario 37)
Project Manager,Portfolio Manager,38,mid,How would you restructure the portfolio if leadership demanded faster time-to-value across the company? (Scenario 38)
Project Manager,Portfolio Manager,39,mid,Explain challenges and steps when integrating acquired capabilities into an existing portfolio. (Scenario 39)
Project Manager,Portfolio Manager,40,mid,What steps do you take to secure executive buy-in when proposing to reallocate portfolio funding? (Scenario 40)
Project Manager,Portfolio Manager,41,high,Describe a framework you would use to prioritize initiatives across a global portfolio. (Scenario 41)
Project Manager,Portfolio Manager,42,high,How do you evaluate investment proposals and decide which projects to fund? (Scenario 42)
Project Manager,Portfolio Manager,43,high,Explain how you would perform capacity planning for scarce skills across the portfolio. (Scenario 43)
Project Manager,Portfolio Manager,44,high,What dashboard metrics and governance cadence do you set for portfolio-level oversight? (Scenario 44)
Project Manager,Portfolio Manager,45,high,"How do you balance high-risk/high-reward initiatives against safe, incremental projects? (Scenario 45)"
Project Manager,Portfolio Manager,46,high,How do you define and apply an enterprise risk appetite when selecting projects? (Scenario 46)
Project Manager,Portfolio Manager,47,high,Describe your approach to forecasting financial returns and presenting ROI for competing initiatives. (Scenario 47)
Project Manager,Portfolio Manager,48,high,How would you restructure the portfolio if leadership demanded faster time-to-value across the company? (Scenario 48)
Project Manager,Portfolio Manager,49,high,Explain challenges and steps when integrating acquired capabilities into an existing portfolio. (Scenario 49)
