Main Role,Sub Role,Question number,difficulty,question
Database Administrator (DBA),Lead Database Engineer,5,easy,Explain how the query optimizer works and how statistics influence it. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,6,easy,Explain pros/cons of row-store vs column-store for analytical workloads. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,7,easy,You are responsible for a high-traffic OLTP database. How would you investigate and resolve slow full table scans? (provide steps)
Database Administrator (DBA),Lead Database Engineer,8,easy,How do you approach database cost optimization in cloud environments? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,9,easy,You are responsible for a multi-tenant database. How would you investigate and resolve replication lag? (provide steps)
Database Administrator (DBA),Lead Database Engineer,10,easy,How do you integrate database migrations into application CI/CD safely? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,11,easy,Describe how Infrastructure as Code can be used for database environments. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,12,easy,How do you mentor junior DBAs and help them grow technical skills?
Database Administrator (DBA),Lead Database Engineer,13,easy,How do you justify budget requests for database projects to stakeholders?
Database Administrator (DBA),Lead Database Engineer,14,easy,How do you use connection pooling to improve application-database throughput? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,15,easy,You are responsible for a multi-tenant database. How would you investigate and resolve unexplained storage growth? (provide steps)
Database Administrator (DBA),Lead Database Engineer,16,easy,Describe performance considerations when running databases on virtualized/cloud disks.
Database Administrator (DBA),Lead Database Engineer,17,easy,"How do you implement observability (traces, metrics, logs) for databases?"
Database Administrator (DBA),Lead Database Engineer,18,easy,Explain how to create cross-region read replicas with low latency.
Database Administrator (DBA),Lead Database Engineer,19,mid,How do you handle database secrets and credentials securely in automated deployments? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,20,mid,How do you analyze and reduce I/O wait on a busy database server? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,21,mid,How do you evaluate new database technologies for production use?
Database Administrator (DBA),Lead Database Engineer,22,mid,What approaches would you take for index maintenance on large tables? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,23,mid,You are responsible for a read-heavy reporting database. How would you investigate and resolve index bloat? (provide steps)
Database Administrator (DBA),Lead Database Engineer,24,mid,How do you design a CI/CD process that safely includes database changes?
Database Administrator (DBA),Lead Database Engineer,25,mid,What metrics do you use to measure health and performance of DBA team work?
Database Administrator (DBA),Lead Database Engineer,26,mid,How do you automate database provisioning and configuration in a CI/CD pipeline? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,27,mid,Explain techniques for zero-downtime schema changes at scale. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,28,mid,How do you test database failover in an automated fashion?
Database Administrator (DBA),Lead Database Engineer,29,mid,You are responsible for a read-heavy reporting database. How would you investigate and resolve long-running transactions? (provide steps)
Database Administrator (DBA),Lead Database Engineer,30,mid,Explain write amplification and how it affects database performance. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,31,mid,Describe how you would troubleshoot inconsistent query performance over time. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,32,mid,"Explain the implications of using managed DB services (RDS, Cloud SQL) for backup and patching."
Database Administrator (DBA),Lead Database Engineer,33,mid,You are responsible for a transactional financial system. How would you investigate and resolve slow full table scans? (provide steps)
Database Administrator (DBA),Lead Database Engineer,34,mid,Explain how you would design a database architecture for multi-region high availability. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,35,mid,Describe how compression can impact storage and query performance. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,36,mid,You are responsible for an analytical data warehouse. How would you investigate and resolve slow full table scans? (provide steps)
Database Administrator (DBA),Lead Database Engineer,37,mid,Describe strategies for scaling a write-heavy database workload. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,38,mid,You are responsible for a multi-tenant database. How would you investigate and resolve sudden CPU spikes? (provide steps) (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,39,high,What is a distributed transaction and how would you manage it? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,40,high,Explain blue-green deployment strategies for databases. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,41,high,What are materialized views and when would you use them? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,42,high,You are responsible for a high-traffic OLTP database. How would you investigate and resolve long-running transactions? (provide steps)
Database Administrator (DBA),Lead Database Engineer,43,high,How do you prioritize incidents affecting multiple databases and teams?
Database Administrator (DBA),Lead Database Engineer,44,high,How would you tune the buffer/cache sizes for a DBMS? (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,45,high,Describe how you would build an on-call rota for DBAs.
Database Administrator (DBA),Lead Database Engineer,46,high,Explain eventual consistency and patterns to handle it in applications. (Context: Lead Database Engineer)
Database Administrator (DBA),Lead Database Engineer,47,high,How would you migrate an on-prem database to a cloud provider with minimal downtime?
Database Administrator (DBA),Lead Database Engineer,48,high,"Describe trade-offs between consistency, availability, and partition tolerance in databases. (Context: Lead Database Engineer)"
Database Administrator (DBA),Lead Database Engineer,49,high,Describe the components of a resilient data platform.
Database Administrator (DBA),Lead Database Engineer,50,high,How do you evaluate whether to migrate to a cloud-managed database service? (Context: Lead Database Engineer)
Database Administrator (DBA),Database Manager,1,easy,How do you mentor junior DBAs and help them grow technical skills? (Context: Database Manager)
Database Administrator (DBA),Database Manager,2,easy,How do you approach database cost optimization in cloud environments? (Context: Database Manager)
Database Administrator (DBA),Database Manager,3,easy,You are responsible for a high-traffic OLTP database. How would you investigate and resolve sudden CPU spikes? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,4,easy,Describe how you balance technical debt vs feature delivery in database work.
Database Administrator (DBA),Database Manager,5,easy,Describe how Infrastructure as Code can be used for database environments. (Context: Database Manager)
Database Administrator (DBA),Database Manager,6,easy,You are responsible for a high-traffic OLTP database. How would you investigate and resolve index bloat? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,7,easy,You are responsible for a high-traffic OLTP database. How would you investigate and resolve long-running transactions? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,8,easy,Describe a time you led a database migration and how you managed stakeholders.
Database Administrator (DBA),Database Manager,9,easy,You are responsible for an analytical data warehouse. How would you investigate and resolve sudden CPU spikes? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,10,easy,"Describe trade-offs between consistency, availability, and partition tolerance in databases. (Context: Database Manager)"
Database Administrator (DBA),Database Manager,11,easy,Describe strategies for scaling a write-heavy database workload. (Context: Database Manager)
Database Administrator (DBA),Database Manager,12,easy,You are responsible for a high-traffic OLTP database. How would you investigate and resolve unexplained storage growth? (provide steps)
Database Administrator (DBA),Database Manager,13,easy,You are responsible for a multi-tenant database. How would you investigate and resolve unexplained storage growth? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,14,easy,"Explain governance, compliance, and audit responsibilities for database teams."
Database Administrator (DBA),Database Manager,15,easy,You are responsible for a transactional financial system. How would you investigate and resolve sudden CPU spikes? (provide steps)
Database Administrator (DBA),Database Manager,16,easy,Describe strategies for disaster recovery across regions. (Context: Database Manager)
Database Administrator (DBA),Database Manager,17,easy,You are responsible for a multi-tenant database. How would you investigate and resolve frequent deadlocks? (provide steps)
Database Administrator (DBA),Database Manager,18,easy,You are responsible for a multi-tenant database. How would you investigate and resolve replication lag? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,19,mid,How do you implement automated capacity planning for databases? (Context: Database Manager)
Database Administrator (DBA),Database Manager,20,mid,How do you handle database secrets and credentials securely in automated deployments? (Context: Database Manager)
Database Administrator (DBA),Database Manager,21,mid,You are responsible for a read-heavy reporting database. How would you investigate and resolve long-running transactions? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,22,mid,How do you automate database provisioning and configuration in a CI/CD pipeline? (Context: Database Manager)
Database Administrator (DBA),Database Manager,23,mid,You are responsible for a multi-tenant database. How would you investigate and resolve index bloat? (provide steps)
Database Administrator (DBA),Database Manager,24,mid,You are responsible for a read-heavy reporting database. How would you investigate and resolve index bloat? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,25,mid,You are responsible for an analytical data warehouse. How would you investigate and resolve long-running transactions? (provide steps)
Database Administrator (DBA),Database Manager,26,mid,Explain how you would design a database architecture for multi-region high availability. (Context: Database Manager)
Database Administrator (DBA),Database Manager,27,mid,What metrics do you use to measure health and performance of DBA team work? (Context: Database Manager)
Database Administrator (DBA),Database Manager,28,mid,How do you evaluate whether to migrate to a cloud-managed database service? (Context: Database Manager)
Database Administrator (DBA),Database Manager,29,mid,You are responsible for a transactional financial system. How would you investigate and resolve frequent deadlocks? (provide steps)
Database Administrator (DBA),Database Manager,30,mid,How do you measure ROI for database modernization projects?
Database Administrator (DBA),Database Manager,31,mid,How do you create a multi-year roadmap for database infrastructure?
Database Administrator (DBA),Database Manager,32,mid,Explain eventual consistency and patterns to handle it in applications. (Context: Database Manager)
Database Administrator (DBA),Database Manager,33,mid,You are responsible for a read-heavy reporting database. How would you investigate and resolve unexplained storage growth? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,34,mid,How do you prioritize incidents affecting multiple databases and teams? (Context: Database Manager)
Database Administrator (DBA),Database Manager,35,mid,How do you plan staffing and skills development for database teams?
Database Administrator (DBA),Database Manager,36,mid,You are responsible for a multi-tenant database. How would you investigate and resolve sudden CPU spikes? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,37,mid,Describe how you would build an on-call rota for DBAs. (Context: Database Manager)
Database Administrator (DBA),Database Manager,38,mid,You are responsible for a read-heavy reporting database. How would you investigate and resolve sudden CPU spikes? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,39,high,How do you create runbooks and operational runbooks for database incidents?
Database Administrator (DBA),Database Manager,40,high,Explain techniques for zero-downtime schema changes at scale. (Context: Database Manager)
Database Administrator (DBA),Database Manager,41,high,Describe how to evaluate and manage vendor contracts for database products.
Database Administrator (DBA),Database Manager,42,high,You are responsible for a multi-tenant database. How would you investigate and resolve slow full table scans? (provide steps)
Database Administrator (DBA),Database Manager,43,high,You are responsible for a transactional financial system. How would you investigate and resolve unexplained storage growth? (provide steps)
Database Administrator (DBA),Database Manager,44,high,You are responsible for a multi-tenant database. How would you investigate and resolve long-running transactions? (provide steps)
Database Administrator (DBA),Database Manager,45,high,You are responsible for a high-traffic OLTP database. How would you investigate and resolve frequent deadlocks? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,46,high,What KPIs would you track for database reliability and cost?
Database Administrator (DBA),Database Manager,47,high,What is a distributed transaction and how would you manage it? (Context: Database Manager)
Database Administrator (DBA),Database Manager,48,high,How do you justify budget requests for database projects to stakeholders? (Context: Database Manager)
Database Administrator (DBA),Database Manager,49,high,You are responsible for a high-traffic OLTP database. How would you investigate and resolve replication lag? (provide steps) (Context: Database Manager)
Database Administrator (DBA),Database Manager,50,high,How do you ensure cross-team collaboration between developers and DBAs?
